Date,Open,High,Low,Close,Adj Close,Volume,percentage
2003-09-25,7.820.000.000,8.030.000.000,7.780.000.000,8.020.000.000,5.840.699.707,44665000,"17508,12%"
2003-09-26,7.920.000.000,8.010.000.000,7.760.000.000,7.760.000.000,5.651.350.586,37200000,"21290,32%"
2003-09-29,7.750.000.000,7.810.000.000,7.560.000.000,7.730.000.000,5.629.502.441,37810000,"20497,22%"
2003-09-30,7.820.000.000,8.000.000.000,7.820.000.000,7.840.000.000,5.709.611.328,42090000,"18579,23%"
2003-10-01,7.760.000.000,8.030.000.000,7.740.000.000,8.000.000.000,5.826.135.254,39630000,"19581,13%"
2003-10-02,8.230.000.000,8.230.000.000,8.100.000.000,8.170.000.000,5.949.938.965,41260000,"19946,68%"
2003-10-03,8.170.000.000,8.170.000.000,8.170.000.000,8.170.000.000,5.949.938.965,0,#DIV/0!
2003-10-06,8.350.000.000,8.510.000.000,8.330.000.000,8.420.000.000,6.132.004.395,44425000,"18795,72%"
2003-10-07,8.540.000.000,8.570.000.000,8.430.000.000,8.520.000.000,6.204.832.520,25115000,"34003,58%"
2003-10-08,8.600.000.000,8.600.000.000,8.420.000.000,8.480.000.000,6.175.702.637,32550000,"26420,89%"
2003-10-09,8.480.000.000,8.620.000.000,8.450.000.000,8.570.000.000,6.241.246.582,40505000,"20935,69%"
2003-10-10,8.620.000.000,8.960.000.000,8.560.000.000,8.900.000.000,6.481.572.754,41435000,"20803,67%"
2003-10-13,8.780.000.000,8.950.000.000,8.720.000.000,8.900.000.000,6.481.572.754,27460000,"31973,78%"
2003-10-14,8.990.000.000,9.120.000.000,8.980.000.000,9.060.000.000,6.598.098.145,34375000,"26152,73%"
2003-10-15,9.120.000.000,9.150.000.000,8.940.000.000,9.020.000.000,6.568.965.820,26060000,"34996,16%"
2003-10-16,9.000.000.000,9.190.000.000,8.920.000.000,9.190.000.000,6.692.770.996,37050000,"24291,50%"
2003-10-17,9.180.000.000,9.320.000.000,8.990.000.000,9.040.000.000,6.583.533.691,36790000,"24952,43%"
2003-10-20,8.970.000.000,9.200.000.000,8.970.000.000,9.160.000.000,6.670.922.852,28190000,"31819,79%"
2003-10-21,9.240.000.000,9.370.000.000,9.140.000.000,9.240.000.000,6.729.184.570,34390000,"26868,28%"
2003-10-22,9.300.000.000,9.420.000.000,9.150.000.000,9.400.000.000,6.845.706.543,29480000,"31546,81%"
2003-10-23,9.180.000.000,9.240.000.000,8.900.000.000,8.950.000.000,6.517.987.793,35460000,"25888,32%"
2003-10-24,8.950.000.000,8.990.000.000,8.690.000.000,8.740.000.000,6.365.051.270,30240000,"29596,56%"
2003-10-27,8.750.000.000,8.960.000.000,8.710.000.000,8.960.000.000,6.525.268.555,23240000,"37650,60%"
2003-10-28,8.970.000.000,9.290.000.000,8.900.000.000,9.240.000.000,6.729.184.570,32095000,"27948,28%"
2003-10-29,9.420.000.000,9.480.000.000,9.330.000.000,9.340.000.000,6.802.010.742,34570000,"27249,06%"
2003-10-30,9.400.000.000,9.440.000.000,9.320.000.000,9.420.000.000,6.860.271.484,20885000,"45008,38%"
2003-10-31,9.500.000.000,9.510.000.000,9.270.000.000,9.400.000.000,6.845.706.543,24580000,"38649,31%"
2003-11-03,9.400.000.000,9.500.000.000,9.330.000.000,9.490.000.000,6.911.250.977,18040000,"52106,43%"
2003-11-04,9.600.000.000,9.690.000.000,9.480.000.000,9.580.000.000,6.976.797.852,40790000,"23535,18%"
2003-11-05,9.480.000.000,9.610.000.000,9.440.000.000,9.600.000.000,6.991.362.793,29740000,"31876,26%"
2003-11-06,9.600.000.000,9.610.000.000,9.280.000.000,9.300.000.000,6.772.881.348,32325000,"29698,38%"
2003-11-07,9.400.000.000,9.540.000.000,9.360.000.000,9.540.000.000,6.947.664.551,18955000,"49591,14%"
2003-11-10,9.420.000.000,9.490.000.000,9.190.000.000,9.320.000.000,6.787.448.242,26360000,"35735,96%"
2003-11-11,9.120.000.000,9.230.000.000,9.060.000.000,9.220.000.000,6.714.620.605,25245000,"36125,97%"
2003-11-12,9.200.000.000,9.400.000.000,9.150.000.000,9.400.000.000,6.845.706.543,15265000,"60268,59%"
2003-11-13,9.560.000.000,9.570.000.000,9.410.000.000,9.540.000.000,6.947.664.551,26885000,"35558,86%"
2003-11-14,9.480.000.000,9.570.000.000,9.380.000.000,9.380.000.000,6.831.142.090,19070000,"49711,59%"
2003-11-17,9.300.000.000,9.310.000.000,9.080.000.000,9.220.000.000,6.714.620.605,25245000,"36838,98%"
2003-11-18,9.160.000.000,9.350.000.000,9.160.000.000,9.330.000.000,6.794.730.469,14070000,"65103,06%"
2003-11-19,9.120.000.000,9.210.000.000,9.050.000.000,9.130.000.000,6.649.075.195,37555000,"24284,38%"
2003-11-20,9.060.000.000,9.130.000.000,8.950.000.000,8.980.000.000,6.539.835.938,32565000,"27821,28%"
2003-11-21,8.950.000.000,9.170.000.000,8.920.000.000,9.120.000.000,6.641.793.457,32800000,"27286,59%"
2003-11-24,9.090.000.000,9.130.000.000,8.840.000.000,8.870.000.000,6.459.727.051,21840000,"41620,88%"
2003-11-25,9.020.000.000,9.070.000.000,8.920.000.000,9.030.000.000,6.576.250.488,23760000,"37962,96%"
2003-11-26,9.050.000.000,9.130.000.000,8.980.000.000,9.100.000.000,6.627.229.492,18815000,"48099,92%"
2003-11-27,9.100.000.000,9.140.000.000,9.010.000.000,9.110.000.000,6.634.511.230,13295000,"68446,78%"
2003-11-28,9.130.000.000,9.340.000.000,9.130.000.000,9.300.000.000,6.772.881.348,18225000,"50096,02%"
2003-12-01,9.300.000.000,9.400.000.000,9.210.000.000,9.320.000.000,6.787.448.242,17665000,"52646,48%"
2003-12-02,9.390.000.000,9.410.000.000,9.330.000.000,9.370.000.000,6.823.861.328,19415000,"48364,67%"
2003-12-03,9.400.000.000,9.510.000.000,9.330.000.000,9.420.000.000,6.860.271.484,17055000,"55115,80%"
2003-12-04,9.360.000.000,9.400.000.000,9.220.000.000,9.220.000.000,6.714.620.605,21545000,"43443,95%"
2003-12-05,9.210.000.000,9.210.000.000,8.990.000.000,9.030.000.000,6.576.250.488,28375000,"32458,15%"
2003-12-08,9.030.000.000,9.060.000.000,8.820.000.000,9.000.000.000,6.554.402.344,28845000,"31305,25%"
2003-12-09,8.980.000.000,9.080.000.000,8.880.000.000,8.900.000.000,6.481.572.754,19600000,"45816,33%"
2003-12-10,8.750.000.000,9.060.000.000,8.720.000.000,9.060.000.000,6.598.098.145,52095000,"16796,24%"
2003-12-11,9.060.000.000,9.230.000.000,9.050.000.000,9.050.000.000,6.590.813.965,50760000,"17848,70%"
2003-12-12,9.200.000.000,9.250.000.000,9.060.000.000,9.100.000.000,6.627.229.492,21495000,"42800,65%"
2003-12-15,9.200.000.000,9.290.000.000,9.150.000.000,9.220.000.000,6.714.620.605,22075000,"41676,10%"
2003-12-16,9.020.000.000,9.160.000.000,8.980.000.000,9.080.000.000,6.612.662.109,24525000,"36778,80%"
2003-12-17,9.100.000.000,9.130.000.000,8.840.000.000,8.850.000.000,6.445.161.621,38820000,"23441,52%"
2003-12-18,8.850.000.000,8.880.000.000,8.750.000.000,8.850.000.000,6.445.161.621,39130000,"22616,92%"
2003-12-19,8.910.000.000,9.040.000.000,8.870.000.000,8.970.000.000,6.532.555.664,23530000,"37866,55%"
2003-12-22,8.820.000.000,8.960.000.000,8.820.000.000,8.840.000.000,6.437.879.395,22260000,"39622,64%"
2003-12-23,8.880.000.000,8.930.000.000,8.840.000.000,8.840.000.000,6.437.879.395,22600000,"39292,04%"
2003-12-24,8.900.000.000,8.930.000.000,8.710.000.000,8.780.000.000,6.394.183.105,29335000,"30339,19%"
2003-12-25,8.780.000.000,8.780.000.000,8.780.000.000,8.780.000.000,6.394.183.105,0,#DIV/0!
2003-12-26,8.780.000.000,8.840.000.000,8.780.000.000,8.830.000.000,6.430.595.215,21955000,"39990,89%"
2003-12-29,8.800.000.000,8.850.000.000,8.760.000.000,8.800.000.000,6.408.747.559,18440000,"47722,34%"
2003-12-30,8.960.000.000,9.080.000.000,8.900.000.000,9.020.000.000,6.568.965.820,22430000,"39946,50%"
2003-12-31,9.020.000.000,9.020.000.000,9.020.000.000,9.020.000.000,6.568.965.820,0,#DIV/0!
2004-01-01,9.020.000.000,9.020.000.000,9.020.000.000,9.020.000.000,6.568.965.820,0,#DIV/0!
2004-01-02,9.020.000.000,9.060.000.000,8.930.000.000,8.980.000.000,6.539.835.938,18940000,"47624,08%"
2004-01-05,8.980.000.000,9.150.000.000,8.950.000.000,9.150.000.000,6.663.641.113,22385000,"40116,15%"
2004-01-06,9.340.000.000,9.340.000.000,9.170.000.000,9.200.000.000,6.700.055.664,22405000,"41687,12%"
2004-01-07,9.270.000.000,9.380.000.000,9.240.000.000,9.300.000.000,6.772.881.348,19970000,"46419,63%"
2004-01-08,9.420.000.000,9.550.000.000,9.370.000.000,9.380.000.000,6.831.142.090,37520000,"25106,61%"
2004-01-09,9.600.000.000,10.240.000.000,9.560.000.000,10.160.000.000,7.399.190.430,73480000,"13064,78%"
2004-01-12,10.100.000.000,10.200.000.000,9.960.000.000,10.100.000.000,7.355.496.094,33995000,"29710,25%"
2004-01-13,10.160.000.000,10.180.000.000,10.000.000.000,10.060.000.000,7.326.361.816,22040000,"46098,00%"
2004-01-14,9.820.000.000,9.990.000.000,9.820.000.000,9.890.000.000,7.202.561.523,28740000,"34168,41%"
2004-01-15,9.900.000.000,10.000.000.000,9.810.000.000,9.930.000.000,7.231.688.965,31625000,"31304,35%"
2004-01-16,10.020.000.000,10.140.000.000,10.000.000.000,10.120.000.000,7.370.059.570,27745000,"36114,62%"
2004-01-19,10.180.000.000,10.480.000.000,10.140.000.000,10.420.000.000,7.588.540.039,26945000,"37780,66%"
2004-01-20,10.420.000.000,10.600.000.000,10.300.000.000,10.520.000.000,7.661.366.211,20150000,"51712,16%"
2004-01-21,10.520.000.000,10.520.000.000,10.520.000.000,10.520.000.000,7.661.366.211,0,#DIV/0!
2004-01-22,10.520.000.000,10.520.000.000,10.520.000.000,10.520.000.000,7.661.366.211,0,#DIV/0!
2004-01-23,10.520.000.000,10.520.000.000,10.520.000.000,10.520.000.000,7.661.366.211,0,#DIV/0!
2004-01-26,10.840.000.000,11.100.000.000,10.700.000.000,10.900.000.000,7.938.105.957,73785000,"14691,33%"
2004-01-27,11.080.000.000,11.080.000.000,10.600.000.000,10.700.000.000,7.792.452.637,34810000,"31829,93%"
2004-01-28,10.760.000.000,10.960.000.000,10.640.000.000,10.760.000.000,7.836.151.367,29185000,"36868,25%"
2004-01-29,10.820.000.000,10.820.000.000,10.560.000.000,10.660.000.000,7.763.326.660,23660000,"45731,19%"
2004-01-30,10.660.000.000,10.680.000.000,10.420.000.000,10.480.000.000,7.632.237.305,21515000,"49546,83%"
2004-02-02,10.480.000.000,10.600.000.000,10.400.000.000,10.600.000.000,7.719.628.418,12645000,"82878,61%"
2004-02-03,10.300.000.000,10.480.000.000,10.280.000.000,10.340.000.000,7.530.277.832,22930000,"44919,32%"
2004-02-04,10.280.000.000,10.340.000.000,10.180.000.000,10.180.000.000,7.413.757.324,18560000,"55387,93%"
