Date,Open,High,Low,Close,Adj Close,Volume,percentage
2013-06-05,30.980.000.000,31.060.000.000,30.420.000.000,30.420.000.000,23.706.933.594,13590650,"227950,83%"
2013-06-07,29.500.000.000,29.700.000.000,28.480.000.000,28.540.000.000,22.241.814.453,54290800,"54337,01%"
2013-06-10,28.400.000.000,28.860.000.000,28.280.000.000,28.500.000.000,22.210.634.766,26677700,"106455,95%"
2013-06-11,28.220.000.000,28.380.000.000,27.560.000.000,27.780.000.000,21.649.523.438,34613000,"81530,06%"
2013-06-12,27.560.000.000,28.060.000.000,27.240.000.000,27.700.000.000,21.587.181.641,22887650,"120414,28%"
2013-06-13,27.600.000.000,27.940.000.000,27.140.000.000,27.140.000.000,21.150.761.719,33509850,"82363,84%"
2013-06-14,27.300.000.000,27.540.000.000,27.140.000.000,27.380.000.000,21.337.798.828,17558350,"155481,58%"
2013-06-17,27.400.000.000,27.560.000.000,27.300.000.000,27.320.000.000,21.291.046.875,11758450,"233023,91%"
2013-06-18,27.360.000.000,27.740.000.000,27.200.000.000,27.740.000.000,21.618.357.422,11043050,"247757,64%"
2013-06-19,27.640.000.000,27.700.000.000,27.280.000.000,27.380.000.000,21.337.798.828,10270250,"269126,85%"
2013-06-20,26.860.000.000,26.960.000.000,26.520.000.000,26.580.000.000,20.714.339.844,17817950,"150746,86%"
2013-06-21,25.880.000.000,26.660.000.000,25.800.000.000,26.500.000.000,20.651.990.234,27677800,"93504,54%"
2013-06-24,27.000.000.000,27.000.000.000,26.260.000.000,26.260.000.000,20.464.960.938,15847900,"170369,58%"
2013-06-25,26.020.000.000,26.360.000.000,25.760.000.000,25.940.000.000,20.215.576.172,20774950,"125246,99%"
2013-06-26,26.020.000.000,26.100.000.000,24.900.000.000,25.220.000.000,19.654.458.984,31751200,"81949,66%"
2013-06-27,25.900.000.000,26.880.000.000,25.720.000.000,26.780.000.000,20.878.486.328,25756150,"100558,51%"
2013-06-28,27.000.000.000,27.000.000.000,26.580.000.000,26.840.000.000,20.925.267.578,20961250,"128809,11%"
2013-07-01,26.680.000.000,26.920.000.000,26.440.000.000,26.520.000.000,20.675.783.203,12825950,"208015,78%"
2013-07-02,26.800.000.000,27.040.000.000,26.600.000.000,26.700.000.000,20.816.111.328,10214450,"262373,40%"
2013-07-03,26.680.000.000,26.780.000.000,25.900.000.000,26.020.000.000,20.285.970.703,12822050,"208079,05%"
2013-07-04,26.040.000.000,26.340.000.000,25.920.000.000,26.340.000.000,20.535.447.266,9042650,"287968,68%"
2013-07-05,25.720.000.000,26.300.000.000,25.200.000.000,25.340.000.000,19.755.818.359,30382800,"84653,16%"
2013-07-08,25.000.000.000,25.160.000.000,24.180.000.000,24.520.000.000,19.116.517.578,26480150,"94410,34%"
2013-07-09,24.600.000.000,25.000.000.000,24.580.000.000,24.740.000.000,19.288.042.969,19694950,"124905,12%"
2013-07-10,24.900.000.000,25.040.000.000,24.740.000.000,24.960.000.000,19.459.556.641,17305650,"143883,64%"
2013-07-11,25.020.000.000,26.240.000.000,25.020.000.000,26.240.000.000,20.457.482.422,20788350,"120355,87%"
2013-07-12,26.400.000.000,26.480.000.000,26.020.000.000,26.240.000.000,20.457.482.422,11391300,"231755,81%"
2013-07-15,26.300.000.000,26.380.000.000,25.700.000.000,26.260.000.000,20.473.072.266,9629600,"273116,22%"
2013-07-16,26.360.000.000,26.420.000.000,25.800.000.000,25.960.000.000,20.239.185.547,9300950,"283411,91%"
2013-07-17,26.020.000.000,26.600.000.000,25.720.000.000,26.400.000.000,20.582.224.609,12302300,"211505,17%"
2013-07-18,26.500.000.000,26.500.000.000,25.840.000.000,25.840.000.000,20.145.634.766,15704200,"168744,67%"
2013-07-19,25.760.000.000,25.900.000.000,25.280.000.000,25.460.000.000,19.849.373.047,16271300,"158315,56%"
2013-07-22,25.600.000.000,25.780.000.000,25.300.000.000,25.460.000.000,19.849.373.047,10351150,"247315,52%"
2013-07-23,25.460.000.000,26.140.000.000,25.440.000.000,26.140.000.000,20.379.519.531,11948900,"213074,01%"
2013-07-24,26.140.000.000,26.340.000.000,25.900.000.000,26.300.000.000,20.504.265.625,8772650,"297971,54%"
2013-07-25,26.340.000.000,26.440.000.000,26.160.000.000,26.300.000.000,20.504.265.625,8495650,"310041,02%"
2013-07-26,26.280.000.000,26.380.000.000,25.980.000.000,26.060.000.000,20.317.150.391,13619550,"192957,92%"
2013-07-29,25.820.000.000,26.000.000.000,25.580.000.000,25.660.000.000,20.005.298.828,11821850,"218409,13%"
2013-07-30,25.540.000.000,25.900.000.000,25.540.000.000,25.800.000.000,20.114.439.453,9425350,"270971,37%"
2013-07-31,25.600.000.000,25.800.000.000,25.580.000.000,25.600.000.000,19.958.521.484,12735500,"201012,92%"
2013-08-01,25.700.000.000,25.760.000.000,25.480.000.000,25.600.000.000,19.958.521.484,9058900,"283698,90%"
2013-08-02,25.860.000.000,26.000.000.000,25.640.000.000,25.720.000.000,20.052.078.125,11241350,"230043,54%"
2013-08-05,25.660.000.000,25.660.000.000,25.480.000.000,25.480.000.000,19.864.964.844,8079850,"317580,15%"
2013-08-06,24.900.000.000,25.440.000.000,24.900.000.000,25.080.000.000,19.553.119.141,14493700,"171798,78%"
2013-08-07,24.740.000.000,24.800.000.000,24.440.000.000,24.440.000.000,19.054.152.344,15778100,"156799,61%"
2013-08-08,24.260.000.000,24.700.000.000,24.260.000.000,24.340.000.000,18.976.181.641,17910800,"135449,00%"
2013-08-09,24.580.000.000,24.820.000.000,24.400.000.000,24.600.000.000,19.178.894.531,12080200,"203473,45%"
2013-08-12,24.600.000.000,24.960.000.000,24.500.000.000,24.640.000.000,19.210.074.219,10140600,"242589,20%"
2013-08-13,24.880.000.000,25.800.000.000,24.840.000.000,25.800.000.000,20.114.439.453,20929450,"118875,56%"
2013-08-14,25.780.000.000,26.000.000.000,25.700.000.000,26.000.000.000,20.270.371.094,13005100,"198229,93%"
2013-08-16,25.720.000.000,26.020.000.000,25.640.000.000,25.900.000.000,20.192.414.063,11416600,"225285,99%"
2013-08-19,25.720.000.000,25.920.000.000,25.600.000.000,25.720.000.000,20.052.078.125,6499850,"395701,44%"
2013-08-20,25.920.000.000,26.100.000.000,25.380.000.000,25.380.000.000,19.787.007.813,14230950,"182138,23%"
2013-08-21,25.300.000.000,25.640.000.000,25.120.000.000,25.120.000.000,19.584.298.828,12346050,"204923,84%"
2013-08-22,25.000.000.000,25.340.000.000,24.900.000.000,25.100.000.000,19.568.703.125,11984850,"208596,69%"
2013-08-23,25.600.000.000,26.000.000.000,25.420.000.000,25.900.000.000,20.192.414.063,17203400,"148807,79%"
2013-08-26,26.020.000.000,26.100.000.000,25.920.000.000,26.000.000.000,20.270.371.094,11519650,"225874,92%"
2013-08-27,26.140.000.000,26.180.000.000,25.900.000.000,26.080.000.000,20.332.744.141,9130800,"286283,79%"
2013-08-28,25.680.000.000,26.200.000.000,25.680.000.000,26.180.000.000,20.410.703.125,9492550,"270527,94%"
2013-08-29,26.340.000.000,26.960.000.000,26.280.000.000,26.880.000.000,20.956.445.313,16315000,"161446,52%"
2013-08-30,27.200.000.000,27.360.000.000,27.020.000.000,27.360.000.000,21.330.669.922,17135800,"158732,01%"
2013-09-02,27.360.000.000,27.420.000.000,27.000.000.000,27.020.000.000,21.065.597.656,10081600,"271385,49%"
2013-09-03,27.280.000.000,27.280.000.000,26.520.000.000,26.740.000.000,20.847.300.781,11798500,"231215,83%"
2013-09-04,26.600.000.000,27.080.000.000,26.420.000.000,26.800.000.000,20.894.080.078,10920050,"243588,63%"
2013-09-05,27.400.000.000,27.420.000.000,27.160.000.000,27.300.000.000,21.283.896.484,15100100,"181455,75%"
2013-09-06,27.400.000.000,27.500.000.000,27.160.000.000,27.380.000.000,21.346.259.766,11937950,"229520,14%"
2013-09-09,27.420.000.000,27.500.000.000,27.260.000.000,27.460.000.000,21.408.630.859,9291550,"295106,84%"
2013-09-10,27.380.000.000,27.920.000.000,27.360.000.000,27.920.000.000,21.767.257.813,14717650,"186035,13%"
2013-09-11,27.960.000.000,28.040.000.000,27.700.000.000,28.040.000.000,21.860.810.547,13353000,"209391,15%"
2013-09-12,28.100.000.000,28.480.000.000,27.900.000.000,28.200.000.000,21.985.560.547,21805400,"128867,16%"
2013-09-13,28.180.000.000,28.200.000.000,27.920.000.000,28.120.000.000,21.923.189.453,12281500,"229450,80%"
2013-09-16,28.460.000.000,28.500.000.000,28.220.000.000,28.500.000.000,22.219.445.313,11710700,"243025,61%"
2013-09-17,28.400.000.000,28.400.000.000,27.620.000.000,27.720.000.000,21.611.332.031,17181350,"165295,51%"
2013-09-23,27.300.000.000,27.620.000.000,27.060.000.000,27.200.000.000,21.205.931.641,24362900,"112055,63%"
2013-09-24,26.840.000.000,27.580.000.000,26.760.000.000,27.460.000.000,21.408.630.859,15138900,"177291,61%"
2013-09-25,27.340.000.000,27.480.000.000,27.020.000.000,27.280.000.000,21.268.294.922,11176450,"244621,50%"
2013-09-26,27.280.000.000,27.440.000.000,27.120.000.000,27.440.000.000,21.393.039.063,10374700,"262947,36%"
2013-09-27,27.500.000.000,27.540.000.000,27.260.000.000,27.320.000.000,21.299.480.469,11613250,"236798,48%"
2013-09-30,27.320.000.000,27.640.000.000,27.200.000.000,27.340.000.000,21.315.074.219,11650900,"234488,32%"
2013-10-01,27.600.000.000,27.660.000.000,27.200.000.000,27.640.000.000,21.548.962.891,9773150,"282406,39%"
2013-10-02,27.960.000.000,28.500.000.000,27.800.000.000,28.360.000.000,22.110.302.734,17586350,"158986,94%"
2013-10-04,28.760.000.000,28.840.000.000,28.280.000.000,28.360.000.000,22.110.302.734,15753700,"182560,29%"
2013-10-07,28.740.000.000,28.740.000.000,28.500.000.000,28.720.000.000,22.390.962.891,10228250,"280986,48%"
2013-10-08,28.340.000.000,28.660.000.000,28.340.000.000,28.600.000.000,22.297.408.203,10546000,"268727,48%"
2013-10-10,28.420.000.000,28.640.000.000,28.420.000.000,28.600.000.000,22.297.408.203,13819000,"205658,88%"
2013-10-11,28.800.000.000,28.940.000.000,28.720.000.000,28.860.000.000,22.500.115.234,11254150,"255905,60%"
2013-10-14,28.960.000.000,28.980.000.000,28.760.000.000,28.760.000.000,22.422.150.391,7373700,"392747,20%"
2013-10-15,29.000.000.000,29.140.000.000,28.900.000.000,29.140.000.000,22.718.412.109,10023650,"289315,77%"
2013-10-16,29.380.000.000,29.380.000.000,28.900.000.000,29.000.000.000,22.609.259.766,8010600,"366764,04%"
2013-10-17,29.200.000.000,29.360.000.000,29.080.000.000,29.260.000.000,22.811.972.656,9099350,"320902,04%"
2013-10-18,29.440.000.000,29.500.000.000,29.260.000.000,29.440.000.000,22.952.302.734,7852150,"374929,16%"
2013-10-21,29.500.000.000,29.780.000.000,29.080.000.000,29.280.000.000,22.827.560.547,7126050,"413974,08%"
2013-10-22,29.200.000.000,29.200.000.000,28.680.000.000,29.100.000.000,22.687.222.656,12353250,"236375,04%"
2013-10-23,29.280.000.000,29.280.000.000,28.720.000.000,28.840.000.000,22.484.521.484,8598450,"340526,49%"
2013-10-24,28.620.000.000,28.980.000.000,28.580.000.000,28.980.000.000,22.593.673.828,8915650,"321008,56%"
2013-10-25,29.000.000.000,29.040.000.000,28.660.000.000,28.980.000.000,22.593.673.828,6735300,"430567,31%"
2013-10-28,29.300.000.000,29.700.000.000,29.160.000.000,29.640.000.000,23.108.224.609,11307700,"259115,47%"
2013-10-29,29.800.000.000,29.800.000.000,29.560.000.000,29.800.000.000,23.232.968.750,10334900,"288343,38%"
2013-10-30,29.700.000.000,30.000.000.000,29.680.000.000,30.000.000.000,23.388.888.672,10588400,"280495,64%"
2013-10-31,29.960.000.000,30.040.000.000,29.300.000.000,29.300.000.000,22.843.152.344,12647050,"236893,19%"
2013-11-01,29.800.000.000,30.000.000.000,29.360.000.000,30.000.000.000,23.388.888.672,11357700,"262377,07%"
2013-11-04,29.840.000.000,30.040.000.000,29.780.000.000,29.980.000.000,23.373.298.828,10887800,"274068,22%"
2013-11-05,30.040.000.000,30.040.000.000,29.440.000.000,29.700.000.000,23.155.000.000,8009300,"375063,99%"
2013-11-06,29.960.000.000,29.960.000.000,28.980.000.000,29.020.000.000,22.624.853.516,12218400,"245203,95%"
2013-11-07,29.020.000.000,29.080.000.000,28.500.000.000,28.740.000.000,22.406.556.641,13006800,"223114,06%"
2013-11-08,28.220.000.000,28.560.000.000,28.140.000.000,28.200.000.000,21.985.560.547,13681350,"206266,19%"
2013-11-11,28.500.000.000,28.680.000.000,28.180.000.000,28.560.000.000,22.266.220.703,8563850,"332794,25%"
2013-11-12,28.800.000.000,29.320.000.000,28.720.000.000,29.120.000.000,22.702.820.313,9784900,"294331,06%"
2013-11-13,28.900.000.000,28.980.000.000,28.380.000.000,28.380.000.000,22.125.886.719,9995200,"289138,79%"
2013-11-14,29.100.000.000,29.100.000.000,28.480.000.000,28.480.000.000,22.203.853.516,10132150,"287204,59%"
2013-11-15,28.680.000.000,29.240.000.000,28.640.000.000,29.240.000.000,22.796.375.000,8339250,"343915,82%"
2013-11-18,29.400.000.000,29.520.000.000,29.300.000.000,29.480.000.000,22.983.486.328,6386800,"460324,42%"
2013-11-19,29.660.000.000,29.780.000.000,29.540.000.000,29.780.000.000,23.217.369.141,8183550,"362434,40%"
2013-11-20,29.460.000.000,29.740.000.000,29.280.000.000,29.400.000.000,22.921.113.281,8178150,"360228,17%"
2013-11-21,29.440.000.000,29.440.000.000,28.640.000.000,28.800.000.000,22.453.339.844,9019800,"326393,05%"
2013-11-22,28.820.000.000,29.120.000.000,28.620.000.000,29.000.000.000,22.609.259.766,8574600,"336108,97%"
2013-11-25,29.020.000.000,29.440.000.000,29.020.000.000,29.300.000.000,22.843.152.344,6615300,"438680,03%"
2013-11-26,29.160.000.000,29.580.000.000,29.100.000.000,29.580.000.000,23.061.451.172,8586250,"339612,75%"
2013-11-27,29.340.000.000,29.520.000.000,29.200.000.000,29.400.000.000,22.921.113.281,9351700,"313739,75%"
2013-11-28,29.600.000.000,29.880.000.000,29.580.000.000,29.880.000.000,23.295.332.031,10644900,"278067,43%"
2013-11-29,29.980.000.000,29.980.000.000,29.700.000.000,29.880.000.000,23.295.332.031,6752200,"444003,44%"
2013-12-02,30.000.000.000,30.060.000.000,29.340.000.000,29.340.000.000,22.874.337.891,7487800,"400651,73%"
2013-12-03,29.280.000.000,29.560.000.000,29.140.000.000,29.220.000.000,22.780.781.250,7798600,"375452,00%"
2013-12-04,29.000.000.000,29.060.000.000,28.620.000.000,28.640.000.000,22.328.597.656,10844000,"267428,99%"
2013-12-05,28.660.000.000,28.920.000.000,28.440.000.000,28.800.000.000,22.453.339.844,10479650,"273482,42%"
2013-12-06,29.080.000.000,29.080.000.000,28.560.000.000,28.560.000.000,22.266.220.703,9147450,"317902,80%"
2013-12-09,28.800.000.000,29.080.000.000,28.800.000.000,29.080.000.000,22.671.632.813,6996900,"411610,86%"
2013-12-10,28.820.000.000,29.020.000.000,28.620.000.000,28.800.000.000,22.453.339.844,7755600,"371602,46%"
2013-12-11,28.520.000.000,28.880.000.000,28.320.000.000,28.400.000.000,22.141.486.328,10629150,"268318,73%"
2013-12-12,27.920.000.000,28.200.000.000,27.920.000.000,28.200.000.000,21.985.560.547,14962050,"186605,45%"
2013-12-13,28.200.000.000,28.220.000.000,27.800.000.000,27.800.000.000,21.673.712.891,10053250,"280506,30%"
2013-12-16,27.820.000.000,28.080.000.000,27.660.000.000,28.000.000.000,21.829.634.766,8954400,"310685,25%"
2013-12-17,28.340.000.000,28.340.000.000,27.860.000.000,27.900.000.000,21.751.675.781,7762400,"365093,27%"
2013-12-18,28.100.000.000,28.200.000.000,27.880.000.000,28.020.000.000,21.845.226.563,10899200,"257817,09%"
2013-12-19,28.360.000.000,28.680.000.000,28.360.000.000,28.540.000.000,22.250.632.813,10552400,"268754,03%"
2013-12-20,28.260.000.000,28.540.000.000,28.260.000.000,28.540.000.000,22.250.632.813,8407400,"336132,45%"
2013-12-23,28.740.000.000,28.760.000.000,28.580.000.000,28.660.000.000,22.344.183.594,10639200,"270133,09%"
2013-12-24,28.600.000.000,28.640.000.000,28.300.000.000,28.300.000.000,22.063.527.344,10980350,"260465,29%"
2013-12-26,28.160.000.000,28.300.000.000,28.020.000.000,28.160.000.000,21.954.376.953,12307800,"228798,00%"
2013-12-27,28.200.000.000,28.220.000.000,27.900.000.000,27.920.000.000,21.982.714.844,10510000,"268315,89%"
2013-12-30,27.920.000.000,27.940.000.000,27.200.000.000,27.440.000.000,21.604.787.109,16908100,"165127,96%"
2014-01-02,26.960.000.000,27.100.000.000,26.040.000.000,26.180.000.000,20.612.730.469,31025000,"86897,66%"
2014-01-03,26.000.000.000,26.220.000.000,25.740.000.000,25.920.000.000,20.408.023.438,26496600,"98125,80%"
2014-01-06,26.060.000.000,26.400.000.000,25.920.000.000,26.140.000.000,20.581.242.188,19735800,"132044,31%"
2014-01-07,26.000.000.000,26.360.000.000,25.900.000.000,26.080.000.000,20.533.998.047,19763200,"131557,64%"
2014-01-08,26.000.000.000,26.080.000.000,25.740.000.000,25.820.000.000,20.329.292.969,20474650,"126986,30%"
2014-01-09,26.140.000.000,26.140.000.000,25.500.000.000,25.500.000.000,20.077.341.797,21250950,"123006,27%"
2014-01-10,25.500.000.000,25.720.000.000,25.440.000.000,25.440.000.000,20.030.101.563,18189150,"140193,47%"
2014-01-13,25.660.000.000,25.940.000.000,25.460.000.000,25.900.000.000,20.392.279.297,16449350,"155994,01%"
2014-01-14,25.940.000.000,26.600.000.000,25.800.000.000,26.260.000.000,20.675.724.609,14716650,"176262,94%"
2014-01-15,26.600.000.000,26.620.000.000,25.960.000.000,25.980.000.000,20.455.263.672,11747450,"226432,12%"
2014-01-16,26.000.000.000,26.200.000.000,25.860.000.000,26.020.000.000,20.486.759.766,9752450,"266599,67%"
2014-01-17,26.020.000.000,26.300.000.000,25.840.000.000,25.840.000.000,20.345.041.016,12774250,"203691,02%"
2014-01-20,26.100.000.000,26.380.000.000,25.920.000.000,26.320.000.000,20.722.960.938,8682800,"300594,28%"
2014-01-21,26.300.000.000,26.540.000.000,26.220.000.000,26.480.000.000,20.848.945.313,7562300,"347777,79%"
2014-01-22,26.280.000.000,26.560.000.000,26.240.000.000,26.560.000.000,20.911.927.734,10826500,"242737,73%"
2014-01-23,26.320.000.000,26.440.000.000,25.980.000.000,25.980.000.000,20.455.263.672,10336950,"254620,56%"
2014-01-24,26.000.000.000,26.360.000.000,25.820.000.000,26.140.000.000,20.581.242.188,14001750,"185691,07%"
2014-01-27,25.860.000.000,26.080.000.000,25.700.000.000,25.840.000.000,20.345.041.016,13346300,"193761,57%"
2014-01-28,25.460.000.000,25.860.000.000,25.460.000.000,25.660.000.000,20.203.316.406,11701350,"217581,73%"
2014-01-29,25.600.000.000,25.760.000.000,25.540.000.000,25.600.000.000,20.156.072.266,19181850,"133459,49%"
2014-02-03,25.720.000.000,25.760.000.000,25.420.000.000,25.440.000.000,20.030.101.563,16259200,"158187,36%"
2014-02-04,25.260.000.000,25.260.000.000,24.980.000.000,24.980.000.000,19.667.919.922,16033000,"157550,05%"
2014-02-05,24.900.000.000,25.100.000.000,24.680.000.000,24.740.000.000,19.478.958.984,14926650,"166815,73%"
2014-02-06,24.900.000.000,25.340.000.000,24.800.000.000,25.180.000.000,19.825.386.719,15197450,"163843,28%"
2014-02-07,25.500.000.000,25.580.000.000,25.260.000.000,25.500.000.000,20.077.341.797,9943600,"256446,36%"
2014-02-10,25.420.000.000,25.620.000.000,25.240.000.000,25.540.000.000,20.108.830.078,7799650,"325912,06%"
2014-02-11,25.620.000.000,26.300.000.000,25.440.000.000,26.220.000.000,20.644.226.563,12684000,"201986,75%"
2014-02-12,26.620.000.000,26.620.000.000,26.100.000.000,26.140.000.000,20.581.242.188,10027400,"265472,61%"
2014-02-13,26.000.000.000,26.400.000.000,25.800.000.000,25.960.000.000,20.439.525.391,5838450,"445323,67%"
2014-02-14,25.920.000.000,26.160.000.000,25.840.000.000,26.020.000.000,20.486.759.766,6220750,"416670,02%"
2014-02-17,25.840.000.000,26.120.000.000,25.600.000.000,25.700.000.000,20.234.810.547,9386650,"275284,58%"
2014-02-18,25.700.000.000,25.980.000.000,25.640.000.000,25.900.000.000,20.392.279.297,5910650,"434808,35%"
2014-02-19,26.000.000.000,26.000.000.000,25.600.000.000,25.800.000.000,20.313.542.969,6179750,"420728,99%"
2014-02-20,25.800.000.000,25.920.000.000,25.620.000.000,25.720.000.000,20.250.560.547,9543300,"270346,74%"
2014-02-21,26.660.000.000,26.660.000.000,26.000.000.000,26.600.000.000,20.943.419.922,14346200,"185833,18%"
2014-02-24,26.680.000.000,26.900.000.000,26.420.000.000,26.560.000.000,20.911.927.734,7425050,"359324,18%"
2014-02-25,26.640.000.000,26.800.000.000,26.520.000.000,26.680.000.000,21.006.408.203,8785300,"303233,81%"
2014-02-26,26.740.000.000,26.860.000.000,26.500.000.000,26.840.000.000,21.132.386.719,12918050,"206997,19%"
2014-02-27,26.700.000.000,26.840.000.000,26.600.000.000,26.820.000.000,21.116.638.672,7891350,"338345,15%"
2014-02-28,26.740.000.000,26.980.000.000,26.640.000.000,26.980.000.000,21.242.605.469,14232350,"187881,83%"
2014-03-03,26.720.000.000,26.800.000.000,26.420.000.000,26.500.000.000,20.864.685.547,12104150,"220750,73%"
2014-03-04,26.400.000.000,26.580.000.000,26.300.000.000,26.300.000.000,20.707.220.703,7900150,"334170,87%"
2014-03-05,26.700.000.000,26.820.000.000,26.600.000.000,26.600.000.000,20.943.419.922,7491500,"356403,92%"
2014-03-06,26.580.000.000,26.580.000.000,26.200.000.000,26.520.000.000,20.880.429.688,8616750,"308468,97%"
2014-03-07,26.780.000.000,26.780.000.000,26.580.000.000,26.780.000.000,21.085.146.484,7548650,"354765,42%"
2014-03-10,26.400.000.000,26.600.000.000,26.340.000.000,26.400.000.000,20.785.947.266,8657600,"304934,39%"
2014-03-11,26.400.000.000,26.540.000.000,26.180.000.000,26.440.000.000,20.817.445.313,9079800,"290755,30%"
2014-03-12,26.400.000.000,26.400.000.000,25.860.000.000,25.880.000.000,20.376.529.297,12579250,"209869,43%"
2014-03-13,25.880.000.000,26.260.000.000,25.800.000.000,25.800.000.000,20.313.542.969,11750200,"220251,57%"
2014-03-14,25.400.000.000,25.700.000.000,25.400.000.000,25.500.000.000,20.077.341.797,10836800,"234386,53%"
2014-03-17,25.500.000.000,25.520.000.000,25.160.000.000,25.320.000.000,19.935.621.094,8820000,"289115,65%"
2014-03-18,25.400.000.000,25.660.000.000,25.320.000.000,25.560.000.000,20.124.578.125,11045600,"229955,82%"
2014-03-19,25.600.000.000,25.700.000.000,25.360.000.000,25.380.000.000,19.982.865.234,7638550,"335142,14%"
2014-03-20,25.400.000.000,25.440.000.000,25.240.000.000,25.240.000.000,19.872.626.953,5939400,"427652,62%"
2014-03-21,25.380.000.000,25.460.000.000,25.240.000.000,25.460.000.000,20.045.847.656,8321300,"305000,42%"
2014-03-24,25.200.000.000,25.480.000.000,25.180.000.000,25.460.000.000,20.045.847.656,7073900,"356239,13%"
2014-03-25,25.380.000.000,25.400.000.000,24.820.000.000,24.940.000.000,19.636.421.875,13625000,"186275,23%"
2014-03-26,25.380.000.000,25.800.000.000,24.960.000.000,25.700.000.000,20.234.810.547,17444700,"145488,31%"
2014-03-27,25.800.000.000,26.660.000.000,25.700.000.000,26.660.000.000,20.990.662.109,20877850,"123575,94%"
2014-03-28,26.400.000.000,26.760.000.000,26.400.000.000,26.700.000.000,21.022.152.344,10648700,"247917,59%"
2014-03-31,26.900.000.000,26.900.000.000,26.440.000.000,26.860.000.000,21.148.128.906,13259850,"202868,06%"
2014-04-01,26.900.000.000,26.900.000.000,26.620.000.000,26.780.000.000,21.085.146.484,11081000,"242757,87%"
2014-04-02,27.000.000.000,27.140.000.000,26.860.000.000,27.140.000.000,21.368.585.938,13100050,"206106,08%"
2014-04-03,27.020.000.000,27.900.000.000,27.020.000.000,27.800.000.000,21.888.240.234,19098800,"141474,86%"
2014-04-04,27.540.000.000,27.940.000.000,27.540.000.000,27.600.000.000,21.730.767.578,18400350,"149671,07%"
2014-04-07,27.940.000.000,27.940.000.000,27.480.000.000,27.940.000.000,21.998.458.984,10761750,"259623,20%"
2014-04-08,27.740.000.000,27.980.000.000,27.500.000.000,27.880.000.000,21.951.226.563,10608200,"261495,82%"
2014-04-09,27.880.000.000,27.900.000.000,27.280.000.000,27.420.000.000,21.589.044.922,16061600,"173581,71%"
2014-04-10,27.380.000.000,27.600.000.000,27.200.000.000,27.600.000.000,21.730.767.578,9999200,"273821,91%"
2014-04-11,27.240.000.000,27.360.000.000,27.180.000.000,27.300.000.000,21.494.562.500,10659350,"255550,29%"
2014-04-14,27.300.000.000,27.720.000.000,27.300.000.000,27.400.000.000,21.573.300.781,10586000,"257887,78%"
2014-04-15,27.720.000.000,27.740.000.000,27.380.000.000,27.400.000.000,21.573.300.781,10969800,"252693,76%"
2014-04-16,27.400.000.000,27.840.000.000,27.260.000.000,27.600.000.000,21.730.767.578,9308550,"294353,04%"
2014-04-17,27.520.000.000,27.600.000.000,27.320.000.000,27.400.000.000,21.573.300.781,7241650,"380023,89%"
2014-04-18,27.400.000.000,27.580.000.000,27.400.000.000,27.560.000.000,21.699.275.391,9518350,"287865,02%"
2014-04-21,27.580.000.000,27.720.000.000,27.500.000.000,27.600.000.000,21.730.767.578,3299250,"835947,56%"
2014-04-22,27.480.000.000,27.680.000.000,27.420.000.000,27.500.000.000,21.652.033.203,6084300,"451654,26%"
2014-04-23,27.880.000.000,27.900.000.000,27.640.000.000,27.780.000.000,21.872.484.375,9500750,"293450,52%"
2014-04-24,28.180.000.000,28.180.000.000,27.980.000.000,28.140.000.000,22.155.931.641,10546200,"267205,25%"
2014-04-25,28.400.000.000,28.560.000.000,27.960.000.000,27.980.000.000,22.029.958.984,15269800,"185988,03%"
2014-04-28,28.080.000.000,28.120.000.000,27.640.000.000,27.760.000.000,21.856.744.141,9431450,"297727,28%"
2014-04-29,27.780.000.000,27.900.000.000,27.020.000.000,27.200.000.000,21.415.832.031,10909200,"254647,45%"
2014-04-30,27.600.000.000,27.620.000.000,26.520.000.000,26.860.000.000,21.148.128.906,15047300,"183421,61%"
2014-05-02,27.080.000.000,27.180.000.000,26.880.000.000,26.920.000.000,21.195.371.094,14943350,"181217,73%"
2014-05-07,27.000.000.000,27.120.000.000,26.800.000.000,26.880.000.000,21.163.875.000,14189700,"190278,86%"
2014-05-08,27.100.000.000,27.100.000.000,26.880.000.000,27.000.000.000,21.258.357.422,16281900,"166442,49%"
2014-05-09,27.120.000.000,27.160.000.000,26.520.000.000,26.700.000.000,21.022.152.344,13157050,"206125,23%"
2014-05-12,26.720.000.000,27.900.000.000,26.640.000.000,27.760.000.000,21.856.744.141,15944800,"167578,14%"
2014-05-13,27.760.000.000,28.500.000.000,27.760.000.000,28.000.000.000,22.045.710.938,12107400,"229281,27%"
2014-05-14,28.180.000.000,28.300.000.000,28.020.000.000,28.300.000.000,22.281.908.203,11103750,"253788,13%"
2014-05-15,28.280.000.000,28.380.000.000,28.060.000.000,28.200.000.000,22.203.175.781,6806700,"415472,99%"
2014-05-16,28.000.000.000,28.740.000.000,27.980.000.000,28.560.000.000,22.486.621.094,15856500,"176583,74%"
2014-05-19,28.560.000.000,29.000.000.000,28.160.000.000,28.960.000.000,22.801.560.547,19281050,"148124,71%"
2014-05-20,28.900.000.000,29.080.000.000,28.700.000.000,29.020.000.000,22.848.796.875,16007300,"180542,63%"
2014-05-21,28.700.000.000,29.000.000.000,28.700.000.000,28.820.000.000,22.691.326.172,10842500,"264699,10%"
